,Unnamed: 0,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day,Latitude,Longitude,Municipality,DISTRICT_N,DISTRICT_C
707,27,Ngaka Modiri Molema DM,Ramotshele Moiloa,Zeerust Hospital,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,120,-25.54454231262207,26.077863693237305,Ramotshere Moiloa,Ngaka Modiri Molema,DC38
708,28,Bojanala Platinum DM,Rustenburg,Job Shimankana Tabane Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,600,-25.66849708557129,27.242372512817383,Rustenburg,Bojanala,DC37
709,29,Bojanala Platinum DM,Madibeng,Brits Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,600,-25.635026931762695,27.778602600097656,Local Municipality of Madibeng,Bojanala,DC37
710,30,Bojanala Platinum DM,Moses Kotane,Moses Kotane Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,6 days,600,-25.16968,27.16831,Moses Kotane,Bojanala,DC37
711,31,Bojanala Platinum DM,Rustenburg,Bafokeng CHC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,320,-25.58055,27.16029,Rustenburg,Bojanala,DC37
712,32,Ruth Segomotsi Mompati DM,Naledi,Joe Morolong Memorial,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,400,-27.20233,22.96159,Naledi,Dr Ruth Segomotsi Mompati,DC39
713,33,Ruth Segomotsi Mompati DM,Taung,Sekhing CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80,-27.84633,24.62682,Greater Taung,Dr Ruth Segomotsi Mompati,DC39
714,34,Ruth Segomotsi Mompati DM,Lekwa Temane,Schweizer Reneke Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200,-27.18401,25.32695,,Dr Ruth Segomotsi Mompati,DC39
715,35,Ruth Segomotsi Mompati DM,Naledi,Stella CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200,-26.95656,24.73005,Naledi,Dr Ruth Segomotsi Mompati,DC39
716,36,Ruth Segomotsi Mompati DM,Kagisano Molopo,Ganyesa,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,-26.591794967651367,24.170875549316406,Kagisano/Molopo,Dr Ruth Segomotsi Mompati,DC39
717,37,Ruth Segomotsi Mompati DM,Mamusa,Bloemhof CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,-27.65182,25.60532,Mamusa,Dr Ruth Segomotsi Mompati,DC39
718,38,Ruth Segomotsi Mompati DM,Taung,Taung Hosp,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,240,-27.52961,24.78544,Greater Taung,Dr Ruth Segomotsi Mompati,DC39
719,39,Ruth Segomotsi Mompati DM,Mamusa,Christiana Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200,-27.37389,25.22558,Mamusa,Dr Ruth Segomotsi Mompati,DC39
720,0,Fezile Dabi,Moqhaka,Boitumelo Regional Hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,500.0,-27.661705017089844,27.234600067138672,Moqhaka,Fezile Dabi,DC20
721,1,Fezile Dabi,Ngwathe,Tokollo District Hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,150.0,-26.895280838012695,27.458890914916992,Ngwathe,Fezile Dabi,DC20
722,2,Lejweleputswa,Matjhabeng,Bongani Regional Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,500.0,-27.98065757751465,26.734954833984375,Matjhabeng,Lejweleputswa,DC18
723,3,Lejweleputswa,Matjhabeng,Katleho District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,200.0,-27.98065757751465,26.734954833984375,Matjhabeng,Lejweleputswa,DC18
724,4,Lejweleputswa,Matjhabeng,Thusanong District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,240.0,-27.98065757751465,26.734954833984375,Matjhabeng,Lejweleputswa,DC18
725,5,Lejweleputswa,Nala,Nala District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,180.0,-27.8537,26.36479,Nala,Lejweleputswa,DC18
726,6,Lejweleputswa,Tswelopele,Mohau District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,90.0,-28.291790008544922,26.153297424316406,Tswelopele,Lejweleputswa,DC18
727,7,Lejweleputswa,Masilonyana,Winburg District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,100.0,-28.40009307861328,26.71204376220703,Masilonyana,Lejweleputswa,DC18
728,8,Lejweleputswa,Tokologo,Dealsville Clinic,Health Facility,Pfizer,7/1/2021,Yes,1 day,204.0,-28.67649,25.76395,Tokologo,Lejweleputswa,DC18
729,9,Thabo Mofutsanyana,Dihlabeng,"Dihlabeng regional hospital, Bethlehem",Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,84.0,-28.2533,28.30673,Dihlabeng,Thabo Mofutsanyane,DC19
730,10,Thabo Mofutsanyana,Mantsopa,Senoritha Nthlabathi DH,Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,60.0,-29.18173,27.2859,Mantsopa,Thabo Mofutsanyane,DC19
731,11,Thabo Mofutsanyana,Nketoana,Nketoana Hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,2 days,60.0,-27.66379,28.13018,Nketoana,Thabo Mofutsanyane,DC19
732,12,Thabo Mofutsanyana,Phumelela,Phumelela District hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,1 day,60.0,-27.86468,28.96007,Phumelela,Thabo Mofutsanyane,DC19
733,13,Thabo Mofutsanyana,Setsoto,Ficksburg town hall,Temporary outreach site,J&J,7/1/2021,Yes,,,-33.9874,18.52649,Setsoto,Thabo Mofutsanyane,DC19
734,14,Thabo Mofutsanyana,Setsoto,Phutholoha hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,1 day,72.0,-28.870197296142578,27.87652587890625,Setsoto,Thabo Mofutsanyane,DC19
735,15,Mangaung,Bloemfontein,Boikhucho,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,250.0,-29.11813,26.22309,,Mangaung,MAN
736,16,Mangaung,Bloemfontein,MUCPP,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,100.0,-29.11813,26.22309,,Mangaung,MAN
737,17,Mangaung,Bloemfontein,Universitas,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,1000.0,-29.12162971496582,26.176298141479492,,Mangaung,MAN
738,18,Mangaung,Bloemfontein,Pelonomi,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,500.0,-29.11813,26.22309,,Mangaung,MAN
739,19,Mangaung,Botshabelo,fs Botshabelo Hospital,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,300.0,-25.69972038269043,29.409719467163086,,Mangaung,MAN
740,20,Mangaung,Thaba Nchu,fs Dr JS Moroka Hospital,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,300.0,-29.22678,26.83008,,Mangaung,MAN
741,0,Amajuba DM,Dannhauser LM,kz Dannhauser CHC,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,200,-28.01398,30.05672,Dannhauser,Amajuba,DC25
742,1,Amajuba DM,Newcastle LM,kz Madadeni Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,500,-27.7659,29.93311,Newcastle,Amajuba,DC25
743,2,Amajuba DM,Newcastle LM,kz Newcastle Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,400,-27.7659,29.93311,Newcastle,Amajuba,DC25
744,3,Amajuba DM,Emadlangeni LM,kz Niemeyer Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,150,-28.996320724487305,25.087142944335938,Emadlangeni,Amajuba,DC25
745,4,Amajuba DM,Newcastle LM,Lennoxton Primary School,Temporary Outreach Site,J&J,6/23/2021,Yes,2 days,500,-27.77273,29.91869,Newcastle,Amajuba,DC25
746,5,Amajuba DM,Newcastle LM,Osizweni Community Hall,Temporary Outreach Site,Pfizer,5/28/2021,Yes,7 days,200,-29.57958,30.38882,Newcastle,Amajuba,DC25
747,6,Amajuba DM,Newcastle LM,Osizweni Handicraft Centre,Temporary Outreach Site,Pfizer,6/17/2021,Yes,7 days,200,-27.76905,29.91866,Newcastle,Amajuba,DC25
748,7,Amajuba DM,Newcastle LM,Amajuba Education Centre,Temporary Outreach Site,J&J,6/23/2021,Yes,2 days,500,-27.76905,29.91866,Newcastle,Amajuba,DC25
749,8,eThekwini MM,eThekwini Sub-district,Addington Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,250,-29.57976,31.11854,eThekwini,eThekwini,ETH
750,9,eThekwini MM,eThekwini Sub-district,Clairwood Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,700,-29.91566,30.98662,eThekwini,eThekwini,ETH
751,10,eThekwini MM,eThekwini Sub-district,Inanda C Community Health Centre,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,200,-29.82965,31.00222,eThekwini,eThekwini,ETH
752,11,eThekwini MM,eThekwini Sub-district,Inkosi Albert Luthuli Central Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,550,-29.93495,30.97406,eThekwini,eThekwini,ETH
753,12,eThekwini MM,eThekwini Sub-district,King Edward VIII Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,450,-28.996320724487305,25.087142944335938,eThekwini,eThekwini,ETH
754,13,eThekwini MM,eThekwini Sub-district,Prince Mshiyeni Memorial Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,400,-29.98233,30.86197,eThekwini,eThekwini,ETH
755,14,eThekwini MM,eThekwini Sub-district,St. Mary's (Mariannhill) Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,200,-29.83911,31.0194,eThekwini,eThekwini,ETH
756,15,eThekwini MM,eThekwini Sub-district,Wentworth Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,300,-29.92733,30.9955,eThekwini,eThekwini,ETH
757,16,eThekwini MM,eThekwini Sub-district,Amanzimtoti Civic Centre,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,350,-30.05736,30.87882,eThekwini,eThekwini,ETH
758,17,eThekwini MM,eThekwini Sub-district,Bethsaida Ministries International,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,500,-29.96637,30.95779,eThekwini,eThekwini,ETH
759,18,eThekwini MM,eThekwini Sub-district,Kwamashu Indoor Sports Centre,Temporary Outreach Site,Pfizer,5/18/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,eThekwini,eThekwini,ETH
760,19,eThekwini MM,eThekwini Sub-district,Moses Mabhida People's Park,Temporary Outreach Site,Pfizer,5/17/2021,Yes,7 days,900,-33.84159,25.45338,eThekwini,eThekwini,ETH
761,20,eThekwini MM,eThekwini Sub-district,Mpumalanga Comm Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,7 days,500,-29.81215,30.63694,eThekwini,eThekwini,ETH
762,21,eThekwini MM,eThekwini Sub-district,Pinetown Civic Centre,Temporary Outreach Site,Pfizer,5/17/2021,Yes,7 days,700,-29.8184,30.86098,eThekwini,eThekwini,ETH
763,22,eThekwini MM,eThekwini Sub-district,Tongaat Indoor Sports Centre,Temporary Outreach Site,Pfizer,5/24/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,eThekwini,eThekwini,ETH
764,23,eThekwini MM,eThekwini Sub-district,Umlazi D Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,250,-29.951,30.91592,eThekwini,eThekwini,ETH
765,24,eThekwini MM,eThekwini Sub-district,Watercrest Underground Parking,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,400,-29.84589,30.79502,eThekwini,eThekwini,ETH
766,25,eThekwini MM,eThekwini Sub-district,Amaoti Community Hall,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,200,-29.57958,30.38882,eThekwini,eThekwini,ETH
767,26,eThekwini MM,eThekwini Sub-district,"Mountainview Hall, Verulam",Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,300,-29.82653,31.0034,eThekwini,eThekwini,ETH
768,27,eThekwini MM,eThekwini Sub-district,Nelson Mandela Youth Centre Chatsworth,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,700,-33.72651,25.42972,eThekwini,eThekwini,ETH
769,28,eThekwini MM,eThekwini Sub-district,Umbumbulu Hall,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,150,-29.802,31.03763,eThekwini,eThekwini,ETH
770,29,eThekwini MM,eThekwini Sub-district,Umlazi K Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,100,-29.96222,30.83598,eThekwini,eThekwini,ETH
771,30,eThekwini MM,eThekwini Sub-district,Dassenhoek Community hall,Temporary Outreach Site,Pfizer,6/7/2021,Yes,5 days,150,-29.84589,30.79502,eThekwini,eThekwini,ETH
772,31,Harry Gwala DM,uBuhlebezwe LM,kz Christ the King Hospital,Primary Vaccination Site,Pfizer,5/7/2021,Yes,6 days,350,-28.996320724487305,25.087142944335938,Ubuhlebezwe,Harry Gwala,DC43
773,32,Harry Gwala DM,Greater Kokstad LM,kz East Griqualand and Usher Memorial Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,6 days,300,-28.996320724487305,25.087142944335938,Greater Kokstad,Harry Gwala,DC43
774,33,Harry Gwala DM,Dr Nkosazana Dlamini-Zuma LM,kz Pholela CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,5 days,300,-30.0277,29.84096,Dr Nkosazana Dlamini Zuma,Harry Gwala,DC43
775,34,Harry Gwala DM,uMzimkhulu LM,kz Rietvlei Hospital,Primary Vaccination Site,Pfizer,17/05/2021,Yes,6 days,350,-28.996320724487305,25.087142944335938,Umzimkhulu,Harry Gwala,DC43
776,35,Harry Gwala DM,Dr Nkosazana Dlamini-Zuma LM,kz St Apollinaris Hospital,Primary Vaccination Site,Pfizer,17/05/2021,Yes,5 days,350,-30.0277,29.84096,Dr Nkosazana Dlamini Zuma,Harry Gwala,DC43
777,36,Harry Gwala DM,uMzimkhulu LM,kz St Margaret's TB MDR Hospital,Temporary Outreach Site,Pfizer,17/05/2021,Yes,6 days,300,-28.996320724487305,25.087142944335938,Umzimkhulu,Harry Gwala,DC43
778,37,iLembe DM,KwaDukuza LM,KwaDukuza Hall,Temporary Outreach Site,Pfizer,02/07/2021,Yes,7 days,300,-29.50003,31.20779,KwaDukuza,iLembe,DC29
779,38,iLembe DM,KwaDukuza LM,Lloyd Town Hall,Temporary Outreach Site,Pfizer,01/07/2021,Yes,2 days,100,-33.9874,18.52649,KwaDukuza,iLembe,DC29
780,39,iLembe DM,Mandeni LM,Sundumbili CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150,-29.15557,31.41791,Mandeni,iLembe,DC29
781,40,iLembe DM,Mandeni LM,Amatikulu training community hall,Temporary Outreach Site,Pfizer,19/07/2021,Yes,5 days,150,-29.57958,30.38882,Mandeni,iLembe,DC29
782,41,iLembe DM,Mandeni LM,Sibusisiwe Community Hall,Temporary Outreach Site,Pfizer,12/07/2021,Yes,7 days,150,-29.57958,30.38882,Mandeni,iLembe,DC29
783,42,iLembe DM,Maphumulo LM,Poyinandi Hall,Temporary Outreach Site,Pfizer,19/07/2021,Yes,3 days,100,-29.1604,31.07316,Maphumulo,iLembe,DC29
784,43,iLembe DM,Maphumulo LM,Dingizwe hall,Temporary Outreach Site,Pfizer,12/0/2021,Yes,3 days,100,-29.1604,31.07316,Maphumulo,iLembe,DC29
785,44,iLembe DM,Ndwedwe LM,Ndwedwe CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150,-29.52723,30.90346,Ndwedwe,iLembe,DC29
786,45,King Cetshwayo DM,uMlalazi LM,Gingindlovu Clinic,Temporary Outreach Site,Pfizer,2021-06-05 00:00:00,Yes,3 days,100,-28.9582,31.65789,uMlalazi,King Cetshwayo,DC28
787,46,King Cetshwayo DM,uMhlathuze LM,Queen Nandi Regional Hospital,Primary Vaccination Site,Pfizer,7/1/2021,Yes,5 days,250,-29.77107,30.99867,uMhlathuze,King Cetshwayo,DC28
788,47,King Cetshwayo DM,uMfolozi LM,Umbonambi Clinic,Temporary Outreach Site,Pfizer,6/29/2021,Yes,7 days,100,-26.56579,29.09196,Mfolozi,King Cetshwayo,DC28
789,48,King Cetshwayo DM,uMfolozi LM,Dondotha Clinic,Temporary Outreach Site,Pfizer,6/27/2021,Yes,7 days,100,-28.60083,32.08521,Mfolozi,King Cetshwayo,DC28
790,49,King Cetshwayo DM,uMfolozi LM,Cinci Clinic,Temporary Outreach Site,Pfizer,2021-06-29 00:00:00,Yes,7 days,100,-28.60083,32.08521,Mfolozi,King Cetshwayo,DC28
791,50,King Cetshwayo DM,uMfolozi LM,Ocilwane Clinic,Temporary Outreach Site,Pfizer,,Yes,7 days,100,-28.60083,32.08521,Mfolozi,King Cetshwayo,DC28
792,51,King Cetshwayo DM,uMfolozi LM,Ntambanan Clinic,Temporary Outreach Site,Pfizer,2021-06-29 00:00:00,Yes,7 days,100,-28.60083,32.08521,Mfolozi,King Cetshwayo,DC28
793,52,King Cetshwayo DM,uMhlathuze LM,Nseleni CHC,Primary Vaccination Site,Pfizer,24/5/2021,Yes,7 days,50,-28.6648,32.02227,uMhlathuze,King Cetshwayo,DC28
794,53,King Cetshwayo DM,uMhlathuze LM,KwaLanga Creche,Temporary Outreach Site,Pfizer,7/6/2021,Yes,7 days,50,-28.75059,32.04932,uMhlathuze,King Cetshwayo,DC28
795,54,King Cetshwayo DM,Mthonjaneni LM,Ndundulu Clinic,Temporary Outreach Site,Pfizer,6/22/2021,Yes,7 days,100,,,Mthonjaneni,King Cetshwayo,DC28
796,55,King Cetshwayo DM,Mthonjaneni LM,Nogajuka Clinic,Temporary Outreach Site,Pfizer,6/23/2021,Yes,7 days,100,-28.47181,31.33963,Mthonjaneni,King Cetshwayo,DC28
797,56,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,50,,,Mthonjaneni,King Cetshwayo,DC28
798,57,King Cetshwayo DM,Mthonjaneni LM,Ndundulu Clinic,Temporary Outreach Site,Pfizer,6/30/2021,Yes,7 days,50,,,Mthonjaneni,King Cetshwayo,DC28
799,58,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,Temporary Outreach Site,Pfizer,6/30/2021,Yes,7 days,50,,,Mthonjaneni,King Cetshwayo,DC28
800,59,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,Temporary Outreach Site,Pfizer,6/18/2021,Yes,7 days,100,,,Mthonjaneni,King Cetshwayo,DC28
801,60,Ugu DM,Ray Nkonyeni LM,Gamalakhe Community Health Centre,Primary Vaccination Site,Pfizer,6/28/2021,Yes,7 days,150,-28.996320724487305,25.087142944335938,Ray Nkonyeni,Ugu,DC21
802,61,Ugu DM,Umzumbe LM,Turton CHC - (Mfundo Arnold Lushaba CHC),Primary Vaccination Site,Pfizer,6/28/2021,Yes,7 days,150,-28.996320724487305,25.087142944335938,Umzumbe,Ugu,DC21
803,62,Ugu DM,Ray Nkonyeni LM,Port Shepstone Civic Centre,Temporary Outreach Site,Pfizer,6/30/2021,Yes,3 days,150,-31.05434,30.19488,Ray Nkonyeni,Ugu,DC21
804,63,Ugu DM,Umuziwabantu LM,Harding Town Hall,Temporary Outreach Site,Pfizer,7/1/2021,Yes,2 days,100,-33.9874,18.52649,uMuziwabantu,Ugu,DC21
805,64,Ugu DM,Umzumbe LM,Isibanini Hall,Temporary Outreach Site,Pfizer,7/1/2021,Yes,2 days,150,-30.44769,30.53587,Umzumbe,Ugu,DC21
806,65,uMgungundlovu DM,The Msunduzi LM,Imbalenhle CHC,Primary Vaccination Site,Pfizer,6/28/2021,Yes,5 days,100,-28.996320724487305,25.087142944335938,The Msunduzi,Umgungundlovu,DC22
807,66,uMgungundlovu DM,The Msunduzi LM,Caluza Sports Ground,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,50,-26.07093,28.10297,The Msunduzi,Umgungundlovu,DC22
808,67,uMgungundlovu DM,The Msunduzi LM,Royal Show Grounds,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,1450,-34.01045,18.73236,The Msunduzi,Umgungundlovu,DC22
809,68,uMgungundlovu DM,Richmond LM,Richmond Chest Hospital,Primary Vaccination Site,Pfizer,6/28/2021,Yes,5 days,200,-29.87436,30.28013,Richmond,Umgungundlovu,DC22
810,69,uMgungundlovu DM,Richmond LM,Agricultural Hall,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,100,-29.65231,30.92468,Richmond,Umgungundlovu,DC22
811,70,Umkhanyakude DM,Umhlabuyalingana LM,Tembe Tribal Community Hall,Temporary Outreach Site,Pfizer,24/05/2021,Yes,5 days,350,-29.57958,30.38882,Umhlabuyalingana,Umkhanyakude,DC27
812,71,Umkhanyakude DM,Jozini LM,Msiyane Community Hall,Temporary Outreach Site,Pfizer,24/05/2021,Yes,5 days,300,-29.57958,30.38882,Jozini,Umkhanyakude,DC27
813,72,Umkhanyakude DM,Big 5 Hlabisa LM,Ihholo LaMakhosi Community Hall,Temporary Outreach Site,Pfizer,24/05/2021,Yes,5 days,150,-29.5789,30.38885,Big Five Hlabisa,Umkhanyakude,DC27
814,73,Umkhanyakude DM,Big 5 Hlabisa LM,Inkosi Mzondeni Community Hall,Temporary Outreach Site,Pfizer,16/05/2021,Yes,5 days,300,-29.5789,30.38885,Big Five Hlabisa,Umkhanyakude,DC27
815,74,Umkhanyakude DM,Jozini LM,Bhambanana Community Hall,Temporary Outreach Site,Pfizer,28/05/2021,Yes,6 days,300,-29.57958,30.38882,Jozini,Umkhanyakude,DC27
816,75,Umkhanyakude DM,Umhlabuyalingana LM,Vuka Mabasa Hall,Temporary Outreach Site,Pfizer,31/05/2021,Yes,5 days,300,-28.996320724487305,25.087142944335938,Umhlabuyalingana,Umkhanyakude,DC27
817,76,Umzinyathi DM,Msinga LM,Pomeroy CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150,-28.55134,30.42573,Msinga,Umzinyathi,DC24
818,77,Umzinyathi DM,Msinga LM,CJ Mthethwa Hall,Temporary Outreach Site,J&J,22/06/2021,Yes,5 days,700,-28.996320724487305,25.087142944335938,Msinga,Umzinyathi,DC24
819,78,Umzinyathi DM,Endumeni LM,Dundee Hospital,Primary Vaccination Site,J&J,2021-06-22 00:00:00,Yes,5 days,500,-28.17396,30.21275,Endumeni,Umzinyathi,DC24
820,79,Umzinyathi DM,Nquthu LM,Charles Johnson Memorial Hospital,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150,-26.09743,27.78198,Nqutu,Umzinyathi,DC24
821,80,Umzinyathi DM,Msinga LM,Mkhuphulangwenya Hall,Temporary Outreach Site,Pfizer,27/05/2021,Yes,7 days,600,-28.74734,30.44535,Msinga,Umzinyathi,DC24
822,81,uThukela DM,Inkosi Langalibalele LM,Wembezi Community Hall,Temporary Outreach site,Pfizer,7/1/2021,Yes,7 days,250,-29.01972,29.52675,Inkosi Langalibalele,Uthukela,DC23
823,82,uThukela DM,Inkosi Langalibalele LM,Weenen Community Hall,Temporary Outreach site,Pfizer,7/4/2021,Yes,7 days,250,-28.85239,30.08464,Inkosi Langalibalele,Uthukela,DC23
824,83,uThukela DM,Inkosi Langalibalele LM,Ntabamhlophe Thusong Centre,Temporary Outreach site,Pfizer,7/2/2021,Yes,7 days,250,-29.02636,29.84057,Inkosi Langalibalele,Uthukela,DC23
825,84,uThukela DM,Inkosi Langalibalele LM,Forderville Community Hall,Temporary Outreach site,Pfizer,6/30/2021,Yes,7 days,150,-29.01972,29.52675,Inkosi Langalibalele,Uthukela,DC23
826,85,uThukela DM,Okhahlamba LM,Tabhane Community Hall,Temporary Outreach site,Pfizer,7/3/2021,Yes,7 days,150,-29.57958,30.38882,Okhahlamba,Uthukela,DC23
827,86,Zululand DM,uPhongolo LM,Pongola Christian Centre,Temporary Outreach Site,Pfizer,30/06/2021,Yes,1 day,200,-28.996320724487305,25.087142944335938,uPhongolo,Zululand,DC26
828,87,Zululand DM,uPhongolo LM,Belgrade Hall,Temporary Outreach Site,Pfizer,05/07/2021,Yes,5 days,200,-27.37775,31.61569,uPhongolo,Zululand,DC26
829,88,Zululand DM,Abaqulusi LM,Mondlo A (2nd Dose),Temporary Outreach Site,Pfizer,12/07/2021,Yes,3 days,150,-27.85976,26.69747,Abaqulusi,Zululand,DC26
830,89,Zululand DM,Ulundi LM,KwaNjojo Hall,Temporary Outreach Site,Pfizer,19.07.2021,Yes,2 days,150,-28.29675,31.42258,Ulundi,Zululand,DC26
831,0,Nkangala DM,Steve Tshwete LM,Middelburg Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,120.0,-26.15333,29.71516,Steve Tshwete,Nkangala,DC31
832,1,Nkangala DM,Steve Tshwete LM,Adelaide Tambo Hall,Temporary Outreach Site,Pfizer,5/28/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
833,2,Nkangala DM,Steve Tshwete LM,Eric Jiyane Hall,Temporary Outreach Site,Pfizer,6/24/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
834,3,Nkangala DM,Steve Tshwete LM,Nasareth Hall,Temporary Outreach Site,Pfizer,6/1/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
835,4,Nkangala DM,Steve Tshwete LM,Eastdene Hall,Temporary Outreach Site,Pfizer,6/4/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
836,5,Nkangala DM,Steve Tshwete LM,Rockdale Clinic,Primary Vaccination Site,J&J,7/19/2021,Yes,5 days,40.0,-25.6159,29.43699,Steve Tshwete,Nkangala,DC31
837,6,Nkangala DM,Steve Tshwete LM,Sikhululiwe Clinic,Primary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0,-25.6159,29.43699,Steve Tshwete,Nkangala,DC31
838,7,Nkangala DM,Steve Tshwete LM,CCM Church,Temporary Vaccination Site,Pfizer,6/14/2021,Yes,5 days,40.0,-26.1607,29.7167,Steve Tshwete,Nkangala,DC31
839,8,Nkangala DM,Steve Tshwete LM,Hendrina Municipal Chamber,Temporary Vaccination Site,Pfizer,6/14/2021,Yes,5 days,40.0,-26.15862,29.71624,Steve Tshwete,Nkangala,DC31
840,9,Nkangala DM,Steve Tshwete LM,Sydney Choma Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
841,10,Nkangala DM,Steve Tshwete LM,Piet Tlou Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
842,11,Nkangala DM,Steve Tshwete LM,Cynthia Murphy Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
843,12,Nkangala DM,Steve Tshwete LM,Taaljard Cricketclub Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0,-24.9654,29.28005,Steve Tshwete,Nkangala,DC31
844,13,Nkangala DM,Steve Tshwete LM,Kwazamokuhle Clinic,Primary Vaccination Site,J&J,7/19/2021,Yes,5 days,40.0,-26.13117,29.73543,Steve Tshwete,Nkangala,DC31
